col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
135,679,457,503,588,708,829,520,228,728,65,20,322,870,12,511,899,915,624,496
286,638,746,180,319,41,379,416,619,133,433,826,435,696,258,353,507,907,5,663
161,258,780,415,931,879,23,166,802,254,720,577,107,19,460,610,840,257,889,395
53,525,936,900,366,667,483,556,839,801,163,684,769,960,106,157,582,100,99,590
883,965,427,183,533,807,802,926,681,296,603,474,792,791,565,532,356,286,572,661
852,39,486,519,955,458,403,903,900,802,108,896,714,879,723,738,414,512,563,944
931,39,891,26,297,295,727,770,532,710,959,0,61,894,350,403,473,34,206,28
999,882,906,687,675,219,163,432,843,180,979,82,56,544,239,647,243,526,703,996
68,395,192,860,43,785,291,717,479,714,711,201,321,762,191,516,328,434,412,338
90,180,35,680,422,57,110,829,614,151,841,200,469,551,866,984,920,173,198,255
900,927,952,753,238,748,883,605,885,247,350,754,59,857,888,750,456,901,166,141
846,270,266,468,56,570,404,175,389,130,175,913,158,942,75,315,41,98,77,899
818,793,394,920,146,639,731,92,747,189,647,950,296,913,836,122,145,182,623,91
364,352,200,976,502,918,504,562,607,281,70,780,0,449,145,334,584,810,209,257
594,25,165,704,275,38,116,487,229,47,757,496,722,683,821,430,556,544,485,618
641,857,741,343,378,207,364,580,404,814,750,757,625,922,326,181,388,127,28,858
869,951,674,779,79,419,363,796,757,794,870,514,402,80,448,622,334,871,940,232
58,153,549,140,737,954,791,834,558,637,762,802,323,896,629,795,742,115,323,44
891,744,927,624,267,440,846,683,682,611,466,859,509,830,587,573,350,82,928,436
57,429,754,100,222,948,67,692,950,840,192,96,492,868,468,55,16,12,252,202
355,807,130,908,137,981,525,308,45,75,686,149,578,333,689,139,328,322,94,769
464,554,282,967,693,860,918,67,77,12,290,950,817,952,427,298,285,577,291,102
868,722,483,910,390,452,633,560,87,787,524,928,514,401,51,358,433,743,31,68
685,877,494,32,755,566,944,170,646,960,827,26,495,775,809,59,975,632,850,946
108,524,131,457,520,611,513,976,819,457,580,134,607,929,446,836,895,72,666,827
972,11,961,705,651,197,95,539,574,848,974,208,74,807,70,592,981,224,605,15
880,232,442,349,382,672,693,28,354,2,65,289,70,932,354,655,929,635,867,765
376,384,736,169,142,610,646,439,855,646,626,831,275,139,152,737,706,323,208,508
153,180,999,548,595,101,103,500,518,832,86,210,259,148,696,283,824,759,879,708
884,826,229,764,832,889,450,778,959,642,297,725,794,590,126,683,837,506,34,40
210,252,575,781,960,873,334,452,873,235,434,117,546,280,180,296,429,21,932,708
835,977,463,474,51,432,9,88,607,764,221,250,338,937,144,261,929,226,25,844
853,766,350,535,766,35,630,665,362,936,24,13,906,41,673,315,167,377,690,335
159,170,217,204,74,785,708,440,544,50,110,634,681,594,364,504,735,731,310,893
787,64,267,746,146,177,433,977,110,348,658,549,844,503,667,25,730,963,316,252
218,804,124,736,554,62,243,446,878,200,265,679,940,515,680,46,82,37,407,854
445,32,627,331,836,270,939,443,860,165,655,257,214,837,187,766,106,936,329,557
144,368,674,728,691,987,450,165,526,286,661,310,772,542,438,995,48,861,613,531
115,506,400,41,928,347,898,396,764,623,982,343,685,207,14,219,596,743,839,779
779,311,860,209,844,492,667,920,858,136,58,183,925,121,420,802,380,591,272,870
646,933,871,903,483,534,606,966,394,237,446,965,337,634,839,709,711,500,744,786
269,43,713,55,772,417,5,298,217,872,212,212,416,993,108,866,142,177,372,577
365,826,234,120,51,509,393,991,145,249,17,557,151,192,523,208,777,72,330,833
906,160,79,965,428,420,992,760,331,609,110,641,434,296,160,344,106,162,327,983
968,374,396,143,593,467,150,542,698,35,951,841,49,936,192,141,270,247,300,62
868,221,986,974,0,40,574,720,228,877,848,732,863,726,409,334,880,331,417,736
107,600,526,81,709,312,707,468,408,814,791,517,90,443,417,156,489,541,384,279
261,251,728,446,397,260,244,191,677,254,330,958,227,229,507,798,597,725,4,611
512,294,410,273,290,575,350,929,507,753,107,164,392,644,72,390,63,669,180,534
647,72,840,602,557,264,503,170,175,13,964,280,930,482,706,672,679,700,242,882
472,345,722,264,748,660,255,466,571,555,213,84,124,541,505,681,972,990,576,808
279,637,644,305,511,259,311,399,853,714,191,194,694,257,295,583,451,282,706,181
190,472,505,348,635,730,832,468,801,228,164,395,188,281,179,358,219,646,74,342
506,473,552,314,729,507,890,53,88,687,36,659,911,818,951,892,382,359,274,878
808,263,694,282,867,205,827,502,711,927,594,444,914,550,500,177,320,362,172,243
274,473,247,261,481,59,5,371,359,699,491,127,544,906,410,791,192,740,579,820
731,197,39,155,772,611,181,709,328,823,967,465,544,448,853,531,737,866,939,498
888,498,587,933,479,535,894,714,656,771,750,984,268,531,762,974,455,274,329,552
238,8,213,475,280,598,137,81,649,422,643,653,725,505,808,745,769,569,716,854
731,34,788,112,367,477,343,999,985,15,975,401,643,956,350,643,194,729,785,519
158,52,928,778,794,790,86,176,881,177,469,539,812,32,155,804,876,346,782,84
342,812,415,151,645,567,841,144,638,791,982,531,118,754,257,164,565,681,864,262
963,808,617,474,601,509,414,729,53,117,359,209,721,141,122,203,173,135,855,119
643,217,760,387,989,894,466,270,391,993,722,776,34,936,187,690,372,598,979,492
898,743,474,366,297,266,915,945,622,227,480,260,613,121,525,449,189,54,452,441
721,356,500,193,132,116,938,152,33,926,225,508,917,214,704,340,838,366,337,930
801,32,879,554,943,987,528,527,225,104,983,254,26,221,84,128,277,219,819,295
56,817,36,907,183,418,612,434,117,351,39,955,345,464,851,8,586,253,967,632
340,153,301,369,355,149,962,124,877,966,199,105,612,142,705,863,369,388,207,736
744,286,228,574,350,975,315,90,572,405,696,115,493,551,205,803,289,784,121,614
537,299,26,353,771,177,757,686,403,314,7,772,23,760,961,127,454,442,935,507
999,738,518,204,193,645,491,746,453,651,435,21,610,72,441,498,55,827,586,461
925,492,234,681,18,336,473,166,478,69,722,136,304,354,125,552,246,743,139,843
370,680,628,731,668,949,426,388,909,319,731,896,335,264,580,474,675,282,301,307
915,308,191,323,704,694,30,420,227,499,666,979,450,763,5,283,606,655,182,248
428,874,298,788,344,467,477,524,92,448,390,432,203,253,902,840,111,480,939,780
485,294,698,585,320,576,66,72,665,221,256,889,718,378,865,17,793,338,644,487
618,288,136,126,658,318,188,213,872,367,565,207,489,43,131,451,800,4,262,507
51,874,369,547,457,943,639,570,102,768,125,54,417,309,152,490,2,798,105,341
266,122,526,693,672,992,207,593,459,269,342,996,699,187,473,832,52,726,757,885
937,342,791,77,716,346,949,50,535,521,184,807,311,614,840,444,256,576,580,212
642,303,530,478,573,130,396,604,92,66,688,804,298,37,532,554,13,386,528,850
822,317,764,229,24,826,961,530,958,982,236,592,827,696,625,264,136,407,300,338
814,612,560,138,443,497,205,947,506,887,458,359,780,168,554,921,28,516,815,248
73,382,525,907,271,641,784,212,503,312,442,402,523,135,374,256,567,929,850,210
242,725,140,36,483,409,300,956,493,532,511,452,620,467,406,294,245,339,416,415
679,283,250,196,595,646,381,144,931,802,773,977,717,121,467,88,247,978,594,474
436,864,148,917,964,442,828,569,552,266,12,448,133,429,605,531,932,654,684,996
778,548,132,771,486,210,484,765,464,363,240,537,501,47,143,775,53,63,408,595
961,673,693,277,475,628,850,662,649,287,835,427,196,362,909,169,28,558,934,910
411,218,975,493,334,893,595,503,263,679,909,483,90,269,268,421,932,484,138,581
846,742,788,965,501,958,368,238,189,292,529,777,353,15,954,886,198,212,223,155
788,333,755,493,86,154,971,562,866,841,482,522,312,362,203,516,395,638,226,30
653,906,44,240,318,762,323,188,168,826,590,872,103,106,458,112,501,722,991,631
655,551,946,172,157,500,431,547,855,165,509,523,799,156,437,39,681,967,303,335
370,741,203,56,861,383,498,216,473,232,985,167,441,627,155,497,99,432,900,21
738,179,707,771,815,372,723,252,597,447,389,787,474,850,658,521,252,785,434,764
337,140,43,432,658,921,594,922,47,65,682,256,150,450,759,341,105,956,832,970
633,140,252,962,95,978,149,396,528,945,27,224,691,636,474,318,944,740,967,270
748,864,188,386,324,398,351,224,971,611,949,693,205,854,161,129,436,604,109,50
278,221,745,972,858,919,166,183,27,739,242,78,921,896,709,162,197,933,312,530
597,848,891,968,744,50,218,143,968,753,795,858,953,589,279,634,986,983,818,550
888,592,423,43,270,305,582,301,468,159,401,404,925,794,292,662,47,508,721,37
188,481,144,319,96,865,451,130,101,622,748,612,115,819,676,768,891,299,417,623
520,325,6,880,922,480,891,817,399,300,960,181,852,428,271,784,710,162,930,994
836,567,613,380,892,565,617,747,541,850,594,777,913,650,533,584,286,459,932,972
447,887,378,676,592,890,850,652,10,818,454,948,897,820,773,928,48,127,41,451
623,957,264,974,499,708,992,406,253,229,957,398,855,648,459,971,347,400,612,31
215,2,180,788,366,271,203,517,690,17,72,940,588,342,690,704,851,51,922,146
37,133,503,623,567,707,158,409,250,621,484,754,726,337,333,749,769,598,543,197
751,334,232,819,777,307,178,27,285,517,958,435,705,298,470,207,680,46,753,244
945,55,57,452,139,217,976,610,379,231,863,0,999,115,840,46,121,933,13,624
194,420,901,500,775,615,518,9,239,552,682,926,789,492,809,242,917,692,488,967
384,52,507,357,452,747,470,691,285,856,484,972,292,693,300,882,147,481,339,41
722,650,647,92,725,690,547,760,392,60,666,457,608,809,165,360,901,487,268,991
213,792,53,309,879,77,690,90,217,195,892,140,100,164,286,905,812,778,418,186
525,810,437,206,743,109,359,37,783,444,583,546,826,916,181,582,585,900,556,227
32,471,120,341,723,503,926,504,335,565,872,379,949,935,766,223,99,706,472,316
536,392,49,713,87,533,460,216,232,277,849,148,780,953,392,948,623,376,309,280
105,286,362,60,362,294,898,940,456,271,970,249,272,870,208,794,399,287,704,422
595,204,861,576,359,181,450,808,426,910,694,201,169,519,481,716,974,719,198,809
212,413,155,109,685,991,852,484,488,218,25,4,39,802,345,336,68,443,275,582
113,21,85,836,34,113,780,650,315,388,739,448,49,925,715,34,802,251,311,750
946,109,435,133,903,587,60,995,718,885,789,630,542,157,293,199,949,786,149,474
438,910,274,348,60,55,512,839,915,195,817,852,455,843,279,19,280,511,703,120
239,296,246,98,501,990,222,96,934,471,224,207,455,155,726,346,949,247,925,893
230,131,990,477,14,649,96,656,31,221,262,18,259,945,138,970,134,578,636,41
576,482,254,694,657,980,607,673,951,674,956,975,690,346,30,57,146,13,243,972
863,147,828,532,862,346,293,468,777,534,559,105,312,388,547,784,455,817,975,239
677,620,872,924,772,195,752,4,615,87,321,580,678,473,77,16,772,736,398,675
600,629,551,602,761,802,260,511,767,727,438,402,806,407,933,693,741,636,550,304
420,523,366,125,782,401,888,862,713,945,881,420,390,849,877,576,585,250,232,530
200,497,266,266,94,167,662,288,600,401,292,814,927,381,433,327,638,328,828,539
659,330,75,734,616,78,272,539,823,923,781,113,982,704,315,933,409,28,966,761
466,292,124,651,423,194,70,573,986,828,717,981,678,331,230,563,510,465,788,15
779,133,303,714,395,279,758,449,38,933,177,523,755,794,832,537,425,289,502,236
880,260,152,323,534,470,733,985,914,240,3,422,532,532,526,133,710,402,415,190
518,869,93,335,864,775,313,687,373,856,946,337,44,645,663,921,488,11,998,990
384,104,724,499,754,315,589,943,174,435,816,420,288,487,69,298,592,708,729,754
446,579,556,330,900,231,758,678,265,581,47,711,581,916,488,101,469,533,88,52
936,168,804,154,93,177,968,365,916,280,895,638,183,262,322,747,945,711,926,46
908,74,138,712,459,172,20,761,663,598,974,680,220,694,261,998,283,332,976,314
296,31,871,98,323,150,492,514,610,167,677,733,111,401,362,342,14,81,270,682
119,839,805,906,553,721,171,476,698,37,371,447,797,249,118,578,371,252,958,781
257,826,533,431,828,837,390,173,91,902,54,426,332,926,736,981,854,528,999,179
300,961,402,887,488,126,564,694,50,71,502,748,425,752,184,391,674,24,572,173
659,70,287,270,445,587,321,791,533,813,409,584,232,587,786,134,767,988,396,645
536,10,150,292,686,904,146,17,456,879,761,793,637,285,977,894,43,876,165,557
623,441,862,419,214,727,910,109,595,536,598,865,624,778,232,772,185,439,616,444
718,687,84,400,348,853,728,331,859,942,265,275,133,223,150,223,315,740,157,242
557,440,731,69,509,415,721,76,541,697,676,459,89,955,500,531,284,2,728,121
954,310,839,657,849,931,770,508,47,491,249,228,239,995,263,349,180,607,659,955
158,283,867,473,688,135,790,983,714,475,712,342,40,29,810,215,75,431,27,740
454,131,129,682,982,907,833,931,354,476,248,288,424,68,494,773,659,504,778,981
645,377,502,162,705,707,114,572,15,860,954,271,725,759,707,237,918,218,651,675
629,872,504,749,311,848,168,948,363,430,788,5,705,191,992,845,325,86,72,433
52,773,299,399,218,426,354,334,743,437,858,750,610,588,661,557,37,722,784,360
784,383,636,197,415,700,954,48,535,693,463,359,821,900,741,649,528,740,800,61
187,561,402,912,826,827,519,447,511,32,815,136,25,721,398,405,214,721,259,249
54,627,551,353,640,869,715,372,549,207,52,54,431,664,419,889,505,567,796,760
707,84,422,315,885,974,84,287,261,303,117,717,920,724,595,564,571,43,238,560
824,14,622,44,145,631,626,67,556,408,490,391,896,130,149,728,371,146,713,856
764,513,589,275,499,314,309,73,57,922,745,572,417,459,600,914,437,715,986,352
991,134,104,365,245,433,923,756,411,783,90,775,585,305,795,160,918,941,381,982
489,810,694,343,633,944,691,745,263,46,646,28,639,733,884,123,695,368,980,882
701,144,524,567,119,254,828,920,209,106,439,360,315,806,735,339,923,963,518,855
548,12,626,862,235,836,470,758,718,584,649,446,623,540,960,112,112,855,443,611
703,17,711,902,81,425,51,777,492,930,947,668,781,737,220,400,834,787,444,680
260,258,285,367,692,72,926,314,658,267,192,541,312,799,336,620,73,905,4,579
481,911,524,874,570,629,619,923,148,860,253,149,233,606,493,399,676,698,304,334
395,717,732,563,997,82,973,629,270,205,501,99,203,860,884,404,535,651,159,403
784,680,482,337,562,43,638,800,836,311,207,468,76,303,641,444,961,95,66,574
100,335,598,43,226,688,237,25,140,363,700,484,169,72,339,595,538,167,946,698
961,256,812,219,699,713,436,126,147,834,474,46,920,296,295,214,811,135,589,627
591,465,951,163,703,813,599,385,245,63,587,895,468,559,583,708,473,355,178,677
578,276,852,140,731,922,22,253,139,96,53,755,13,511,183,862,647,175,901,364
604,352,271,167,523,615,403,340,413,880,566,419,772,408,733,7,10,717,319,650
654,754,8,357,471,482,831,296,381,429,347,277,233,973,555,842,909,58,951,455
582,937,7,640,363,702,129,831,451,267,98,930,440,775,989,302,642,876,20,729
741,566,882,584,106,716,91,789,541,945,27,530,375,486,883,404,775,200,834,742
780,128,527,748,585,811,342,937,339,266,800,529,190,143,117,620,490,789,723,905
958,254,191,520,577,514,162,826,20,132,206,812,142,159,411,810,616,286,382,416
975,505,942,820,797,62,260,268,815,631,962,150,455,579,442,928,778,224,150,793
756,142,229,488,812,422,894,98,758,702,710,299,287,354,945,735,907,905,613,398
474,813,354,213,277,562,121,295,977,925,689,783,653,464,407,338,159,938,879,655
984,912,929,761,980,809,373,223,281,446,124,529,816,741,256,494,184,125,171,532
647,587,783,665,333,762,651,931,681,61,437,533,54,439,426,470,619,485,855,169
816,373,289,833,657,415,575,300,229,60,894,154,266,221,695,292,53,977,742,228
293,677,761,581,982,88,211,327,628,830,981,307,104,14,53,330,498,507,629,8
804,262,727,970,896,618,325,758,550,661,893,480,740,299,615,972,104,213,25,801
921,153,477,94,172,19,721,294,913,114,207,295,484,822,914,317,440,953,751,959
427,428,20,652,101,793,316,749,947,41,929,547,985,926,639,135,193,615,322,940
758,544,689,990,628,341,171,712,62,636,38,549,589,356,38,153,327,418,974,169
495,7,945,320,172,892,389,640,301,155,319,672,781,270,352,340,296,781,882,836
448,87,391,990,310,733,583,623,75,758,841,72,329,961,883,695,291,465,119,258
609,866,23,565,539,719,212,607,781,250,876,553,51,987,663,885,659,741,11,278
548,264,733,188,839,312,491,599,875,407,811,761,716,602,133,150,656,181,564,831
72,468,518,809,849,210,536,572,657,673,575,122,165,236,601,367,58,248,508,563
943,228,152,393,100,625,462,375,840,493,252,959,325,138,175,948,587,804,118,871
71,218,678,631,118,48,395,846,109,986,466,599,199,924,137,64,565,357,47,589
130,784,316,165,835,581,761,916,684,565,211,549,829,565,301,807,856,463,547,662
889,388,567,463,290,97,806,455,83,955,615,556,690,980,491,673,289,325,639,929
335,450,99,85,239,514,36,41,256,129,486,504,572,272,254,680,222,631,430,610
274,819,146,131,549,523,649,477,415,856,673,120,358,306,560,581,565,187,77,259
512,324,458,362,934,720,533,471,802,937,372,289,295,744,799,624,779,939,951,534
538,909,850,284,367,393,778,239,358,804,331,309,303,104,228,208,738,829,365,860
564,249,980,654,362,541,679,29,346,482,501,879,199,280,466,802,546,70,346,856
643,875,674,771,718,267,94,67,769,478,496,680,543,418,644,831,871,80,964,862
460,926,639,482,275,763,969,71,812,799,370,51,195,673,72,983,99,758,272,566
167,702,335,344,310,434,980,448,736,798,63,462,410,397,495,239,251,814,927,430
207,66,690,176,568,434,391,47,668,102,369,572,667,293,304,894,869,904,997,683
25,564,520,868,116,120,739,171,765,426,727,863,548,77,160,627,266,323,598,605
424,319,930,776,437,174,282,358,469,657,188,402,378,909,187,480,779,64,635,748
742,878,252,799,437,555,950,72,945,421,338,713,537,763,865,298,531,64,798,595
473,602,241,87,24,144,599,807,344,884,719,405,490,565,721,280,489,774,451,183
101,730,882,649,141,844,786,74,565,838,238,765,830,256,947,341,734,414,87,133
682,221,551,258,534,87,121,196,466,260,91,800,187,694,585,724,998,352,489,208
644,756,995,463,866,758,957,646,985,213,506,644,800,528,773,909,25,971,418,140
364,66,661,523,840,212,179,642,405,358,44,172,242,519,783,455,884,355,294,459
285,751,813,277,373,76,9,852,206,637,980,586,564,535,187,71,113,392,350,610
50,757,354,783,433,112,738,39,167,861,797,558,707,876,885,685,533,130,437,869
820,42,72,355,362,722,292,521,87,888,220,284,552,24,174,67,25,342,279,111
596,172,237,558,164,631,756,767,450,844,184,880,133,25,936,831,768,776,681,942
191,971,354,603,246,754,473,786,247,359,390,920,381,973,610,263,228,230,340,560
452,568,456,981,25,673,434,122,878,149,92,469,523,896,934,855,628,844,3,823
364,882,707,770,0,785,176,10,145,582,499,407,37,70,203,879,637,641,15,734
945,274,945,648,871,469,550,166,164,504,348,892,589,435,454,611,502,659,416,979
253,76,348,796,102,616,687,667,793,743,635,22,521,351,2,673,373,840,865,889
463,719,368,920,841,6,643,763,183,316,589,755,265,392,670,459,353,517,6,948
420,444,769,700,822,657,19,395,907,80,60,476,856,620,769,479,193,292,609,251
405,863,438,22,542,492,597,949,289,721,552,122,182,373,258,572,439,748,330,125
842,537,989,771,850,482,195,873,173,832,327,792,204,571,968,399,881,610,742,279
177,751,476,107,781,32,339,114,5,223,81,423,631,259,190,973,882,557,68,497
558,27,815,599,486,836,360,429,253,193,680,201,170,498,750,863,632,59,875,425
77,810,675,427,284,157,211,739,6,905,179,171,283,530,607,614,779,737,566,504
2,658,880,131,598,948,481,943,404,69,491,498,957,481,892,418,66,240,186,942
391,943,45,137,116,124,330,826,596,893,49,740,765,920,526,776,927,218,293,176
96,450,50,142,762,385,947,939,148,500,803,847,536,684,798,801,630,196,531,166
234,616,714,223,623,497,420,212,190,256,148,567,222,808,516,840,406,899,547,364
895,320,712,746,830,763,609,304,514,202,377,286,987,368,976,27,295,751,905,658
374,155,806,848,388,652,744,408,654,536,952,335,772,376,117,531,67,341,414,378
54,576,278,466,493,568,352,213,734,192,239,363,802,525,358,499,64,837,997,933
108,351,64,127,862,259,626,215,299,7,457,194,375,834,739,282,669,208,886,823
933,587,810,60,521,708,183,283,245,219,262,437,734,723,539,948,134,64,556,771
378,697,725,61,211,472,75,541,101,941,31,695,473,611,275,322,260,320,410,668
826,993,582,767,618,138,33,839,445,315,781,825,708,435,217,882,198,69,835,660
509,720,723,887,386,543,483,912,48,230,139,744,872,759,213,499,448,474,572,204
71,794,324,834,166,820,400,123,984,352,682,653,512,490,342,835,806,915,716,255
329,809,565,979,947,483,98,652,706,313,246,645,737,238,347,242,75,638,800,931
921,56,364,324,713,471,92,571,142,861,678,36,147,571,377,454,270,952,36,600
904,796,784,107,438,650,272,134,800,105,923,648,19,421,771,520,722,525,869,342
638,522,144,300,351,31,693,987,612,571,79,341,3,468,721,315,292,181,48,227
843,422,594,628,614,623,633,143,813,774,558,231,922,306,113,456,538,520,308,772
768,945,501,699,508,963,340,666,995,785,450,128,3,955,737,72,728,902,237,384
278,489,611,35,799,661,311,781,567,803,925,175,584,477,774,671,495,17,392,17
524,893,22,236,886,15,887,983,39,994,311,703,898,151,565,855,716,991,635,635
211,92,457,30,756,113,357,478,488,601,501,2,482,673,744,114,803,412,811,106
369,70,254,292,34,377,860,833,194,379,584,679,273,842,876,311,543,942,196,880
962,433,783,882,300,489,74,558,823,916,690,899,43,30,495,945,462,312,66,603
558,533,734,848,898,437,151,821,512,460,553,496,150,151,658,45,188,322,793,322
827,741,500,569,773,738,702,128,213,203,536,193,419,945,229,951,283,910,760,429
348,228,118,286,324,228,706,144,924,13,217,243,339,628,927,384,351,258,747,265
941,713,521,541,981,40,935,207,445,244,501,765,792,13,442,235,636,345,240,955
87,214,560,752,869,422,112,658,284,607,201,495,191,517,52,53,197,187,403,639
479,772,611,714,447,598,262,251,435,991,801,461,486,60,647,404,363,20,275,905
905,995,105,713,182,890,998,783,672,912,347,298,456,346,160,394,564,161,34,970
864,976,434,615,666,143,695,231,48,702,422,102,104,386,177,162,29,770,929,696
734,375,459,25,35,580,515,948,900,287,65,868,831,372,298,767,597,391,332,441
951,728,382,238,262,578,798,419,372,858,235,317,408,689,848,957,383,750,47,838
354,714,50,746,550,460,309,640,205,515,198,975,776,647,991,785,988,101,824,77
795,773,432,209,695,47,929,845,779,613,539,752,15,767,697,535,989,112,372,641
930,341,367,91,546,273,246,413,430,479,932,377,50,755,943,545,993,186,230,26
558,806,665,430,423,839,313,697,198,407,392,509,190,101,961,554,383,35,636,436
44,899,875,233,946,208,360,617,716,798,705,309,341,858,671,320,369,117,206,162
839,736,601,579,788,727,374,605,312,487,281,794,324,132,241,384,809,180,456,807
947,705,543,908,429,256,329,740,983,551,341,881,468,637,630,276,636,928,424,676
139,470,22,19,558,819,956,762,838,771,312,912,240,732,210,332,572,748,11,41
578,627,397,511,96,743,881,864,226,831,79,972,408,90,127,314,578,773,217,482
109,93,560,335,394,566,185,590,575,609,799,221,974,781,568,430,386,577,826,702
521,9,931,873,857,513,667,836,318,450,814,624,896,889,201,132,692,705,556,619
879,584,252,516,642,395,132,788,645,44,318,896,659,837,57,907,186,360,867,596
995,787,9,977,604,554,816,898,956,762,620,651,196,657,553,444,710,114,795,359
912,562,409,419,142,913,539,533,830,232,305,508,441,736,749,124,406,918,152,178
115,907,427,133,250,291,526,428,311,998,41,167,305,297,829,385,928,657,565,818
477,721,926,476,643,8,721,189,201,892,760,507,365,438,936,466,962,587,118,846
668,23,886,48,786,975,192,245,535,60,622,688,783,64,678,988,772,922,250,395
279,618,876,920,405,230,504,407,587,3,249,396,292,832,673,520,164,28,907,606
183,535,551,275,24,17,654,790,889,968,328,515,218,575,98,388,656,171,62,4
177,428,880,181,815,724,302,788,252,846,525,161,742,811,331,643,4,13,215,259
149,886,696,487,161,568,589,130,252,838,859,113,493,287,415,905,830,713,570,189
415,407,228,429,3,849,89,241,159,843,413,95,861,374,696,931,849,716,699,775
885,831,515,346,185,845,334,779,363,215,444,316,889,198,567,60,103,191,215,138
381,43,54,801,441,748,813,43,693,708,753,128,248,620,576,524,405,299,149,456
670,386,235,803,155,981,239,566,580,964,966,266,432,702,876,624,728,720,110,493
629,327,531,898,950,553,179,830,420,663,613,5,992,676,989,465,629,10,459,130
295,981,735,792,263,263,805,264,197,631,0,962,729,272,296,389,650,88,33,903
139,112,405,227,293,33,998,840,27,284,83,883,265,617,350,377,47,694,951,119
238,791,478,165,420,876,98,369,588,273,306,266,571,747,409,763,429,52,308,583
474,768,35,84,850,722,977,178,922,870,753,526,134,355,103,942,425,944,340,56
63,351,291,17,796,202,494,167,219,996,648,390,169,8,658,979,463,789,159,607
738,594,181,550,509,781,919,519,449,812,288,302,524,416,993,38,535,223,587,890
914,797,732,400,739,621,726,723,848,582,39,910,296,402,962,319,350,255,277,139
461,222,73,903,643,905,705,836,936,314,106,931,623,223,628,945,729,255,808,166
672,880,838,748,975,747,737,291,63,4,424,559,564,341,263,761,551,639,286,57
211,506,965,950,977,544,550,290,576,19,922,8,145,588,754,27,620,313,496,684
35,657,779,210,63,366,108,951,598,259,868,975,369,532,100,8,675,469,330,942
3,594,189,530,880,997,12,114,503,620,703,636,131,419,493,939,594,663,745,116
997,81,621,268,572,183,586,525,841,340,416,614,466,611,737,772,456,339,418,329
413,132,303,406,322,949,627,831,145,41,323,196,761,510,960,466,373,318,756,16
811,493,469,415,303,54,389,52,692,383,116,914,827,886,35,80,673,34,486,115
600,756,30,262,172,160,266,496,822,213,707,155,276,10,596,117,168,329,727,587
394,647,467,159,286,430,570,787,716,885,828,988,192,486,921,665,542,156,729,490
155,524,365,541,300,743,374,741,380,885,134,424,593,691,843,352,957,361,739,162
669,653,679,606,408,794,197,721,70,190,37,771,410,589,825,961,804,582,345,169
460,34,610,489,911,929,877,137,36,3,947,451,324,5,72,554,673,261,491,783
285,837,491,178,84,935,607,299,104,38,199,69,786,210,398,539,791,691,128,6
738,125,153,61,256,245,716,752,578,758,661,275,28,360,952,217,329,551,614,957
141,664,815,874,114,509,288,603,460,55,279,896,373,656,441,800,47,577,886,599
615,954,777,700,6,851,797,381,613,708,178,180,180,722,345,481,295,901,901,844
41,258,943,403,566,323,556,139,333,267,942,938,916,340,210,497,477,380,913,247
146,734,786,832,417,855,784,447,533,640,136,426,234,161,412,824,181,835,466,455
860,54,715,939,619,394,445,602,820,690,112,148,850,703,324,403,437,154,231,469
514,198,229,116,690,584,804,875,702,334,914,380,398,556,809,256,378,492,949,105
484,791,400,895,154,382,354,432,552,152,420,424,98,89,302,781,9,508,27,568
527,941,69,516,424,705,43,759,345,83,766,321,75,675,437,322,743,29,993,575
453,44,715,748,815,826,902,78,518,636,446,827,775,253,716,478,75,894,26,876
163,399,341,152,677,485,117,468,279,203,75,194,575,571,857,369,617,969,491,915
267,385,21,739,174,519,341,982,606,280,476,814,952,574,591,74,837,166,558,505
894,57,70,571,808,903,687,263,611,147,870,478,27,5,577,872,514,950,86,505
466,105,666,213,895,506,570,6,169,447,452,168,634,595,28,94,921,190,560,600
267,434,219,365,640,888,119,836,348,479,67,110,3,448,627,371,586,394,626,175
478,695,115,164,798,672,126,23,995,928,697,948,39,891,614,223,626,455,656,612
821,794,378,424,403,868,275,442,52,82,183,227,160,667,400,868,336,706,42,625
77,406,920,237,599,506,567,933,517,711,526,907,367,457,424,763,891,969,722,310
944,362,142,955,631,86,249,154,65,915,440,96,842,542,273,440,66,888,306,630
673,838,981,623,644,854,119,796,776,634,251,41,677,651,983,356,456,238,517,504
773,229,528,658,21,134,454,52,294,26,163,675,158,201,965,368,259,330,193,208
500,308,669,533,457,653,43,869,796,318,495,563,396,911,184,438,277,892,616,24
815,406,981,452,947,462,84,433,799,235,670,700,807,68,594,817,500,754,976,164
649,557,885,79,481,883,737,327,3,943,720,333,18,390,234,684,398,845,488,793
453,814,416,344,55,229,453,835,653,543,556,781,830,617,960,966,712,615,607,772
568,635,248,730,745,615,718,603,997,192,36,924,86,110,322,628,554,84,187,453
902,203,585,832,441,586,113,943,124,643,934,25,491,722,92,26,943,828,991,910
676,466,886,386,268,626,339,276,108,143,629,68,825,946,83,268,380,924,549,936
119,837,663,126,183,508,657,915,742,404,720,775,17,723,278,753,628,671,387,849
305,679,807,8,112,566,470,525,271,408,656,501,138,66,723,699,887,521,767,161
440,823,480,379,149,812,469,165,865,939,211,411,590,760,669,966,536,791,195,671
722,548,108,844,164,900,998,191,464,39,723,221,271,570,803,216,523,208,726,375
